"","Area","Wheat","Rice","Maize","soya","Oil_Palm","Cereals","Oil_crops","Roots","sugarcane","sum_t","Region","kJ_t_N","N_total_kj"
"162","Qatar",0.0516987932092314,0,4.81573141627432,0,0,1.35445865234341,0,0.0175409311639629,0,6.23942979299092,"Middle_East",29607941.5078667,184736672.353316
"163","Republic_of_Korea",185.598667621141,27460.8216516995,348.293926494835,343.890393639329,0,192.66742055547,49.9192767621257,125.546291317537,0,28706.7376280899,"Other_Asia",30430384.3275296,873557058812.333
"164","Republic_of_Moldova",8992.77243417636,0,10237.2554571465,243.149100458993,0,559.477878225424,3041.128985495,133.02457497044,0,23206.8084304727,"CIS",32815468.5045522,761542291141.354
"165","Réunion",0,2.02040119766375,40.2630329826405,0,0,0,14.6573402029314,5.76511937588915,2138.32282744611,2201.02872120523,"Africa",29607941.5078667,65167929634.5792
"166","Rwanda",896.896513990351,800.415607807787,5126.88483883268,173.797041890701,0,851.741237131932,246.79767503259,2092.06593108648,527.780823785683,10716.3796695582,"Africa",29607941.5078667,317289942432.371
"167","Saint_Kitts_and_Nevis",0,0,0,0,0,0,0.143523527078888,0.0409288393825802,0,0.184452366461468,"Latin_America",29607941.5078667,5461254.87717874
"168","Saint_Lucia",0,0,0,0,0,0,0,3.42048157697277,0,3.42048157697277,"Latin_America",29607941.5078667,101273418.459745
"169","Saint_Vincent_and_the_Grenadines",0,0,0.769637440957083,0,0,0,0.618945210527705,0.613932590738703,67.8614593831669,69.8639746253904,"Latin_America",29607941.5078667,2068528474.21564
"170","Samoa",0,0,1.27539918787174,0,0,0,0,0.198797219858247,0.0915809168463791,1.56577732457637,"Other_Asia",30430384.3275296,47647205.7581899
"171","Sao_Tome_and_Principe",0,0,7.96025010361326,0,43.9988653027178,0,0,1.93534940509058,0,53.8944648114216,"Africa",29607941.5078667,1595704161.73435
"172","Saudi_Arabia",3017.08987289753,0,274.298783957104,0,0,615.356502201889,4.49408044165768,99.8254392541131,0,4011.06467875229,"Middle_East",29607941.5078667,118759368392.768
"173","Senegal",0,4544.99351420448,3218.42587131199,0,286.908207791884,4847.59022577554,7881.76492372554,191.80423530088,551.866604916281,21523.3535830266,"Africa",29607941.5078667,637262193939.384
"174","Serbia",15632.3708978481,0,23292.5933784604,710.560324284318,0,571.189622827814,1661.11439174972,303.966796140314,0,42171.7954113107,"Central_European_countries",35858506.9373052,1512217618315.1
"175","Seychelles",0,0,0,0,0,0,0,0.152021403421012,0,0.152021403421012,"Africa",29607941.5078667,4501040.82043313
"176","Sierra_Leone",0,20765.5151428215,758.46670324262,0,707.135520738016,416.083934346055,678.148665447746,2266.30584731518,101.196913115249,25692.8527270264,"Africa",29607941.5078667,760712480712.029
"177","Solomon_Islands",0,49.1294224565234,0,0,407.307414926605,0,0,1.09923168627501,0,457.536069069403,"Other_Asia",30430384.3275296,13922998425.4891
"178","Somalia",66.3812504806531,10.1020059883187,3588.26964615362,0,0,1580.39388286197,69.3936253426424,55.8152429637301,549.119177410889,5919.47483120182,"Africa",29607941.5078667,175263464559.513
"179","South_Sudan",0,0,6113.12024531626,0,0,4238.88498010473,2395.04885812894,581.908697410361,0,13328.9627809603,"Africa",29607941.5078667,394643150379.204
"180","Sri_Lanka",0,29666.2242523627,1476.80231134962,28.694385441507,0,31.6770415033165,128.310033208526,170.462769051392,1909.73685899754,33411.9076519146,"Other_Asia",30430384.3275296,1016737190963.69
"181","Sudan",5762.24409351451,525.910431751873,993.931780893147,0,0,66448.0123878156,20128.8158639963,139.982477665479,6399.30814555759,100398.205181194,"Africa",29607941.5078667,2972584186499.6
"182","Suriname",0,2094.85298179766,0.791627082127285,0.0414592180082779,16.8365600175718,0,0.188374629291041,1.49097914893685,274.742750539137,2388.94473243273,"Latin_America",29607941.5078667,70731735903.3945
"183","Swaziland",9.51257795049857,1.14489401200946,1916.70508295952,0,0,9.52155614328217,44.716548905516,22.2535946700143,5160.21834062608,7164.07259526692,"Africa",29607941.5078667,212113442358.774
"184","Switzerland",2242.66780001985,0,349.393408553345,6.89144334893153,0,165.84913923907,243.460753028006,66.3105667768346,0,3074.57311096604,"Western_Europe",28785498.6882037,88503120252.4992
"185","Syrian_Arab_Republic",33291.0759955321,0,541.384965610382,0.608068530788076,0,7051.07543429235,99.0312336844327,174.695980438962,0,41157.871678089,"Middle_East",29607941.5078667,1218599857233.14
"186","Tajikistan",7562.83551280223,374.043608394148,321.532533190699,0.382346121631896,0,424.683305874976,67.1331297911499,207.819105453578,0,8958.42954162841,"CIS",32815468.5045522,293975062473.557
"187","The_former_Yugoslav_Republic_of_Macedonia",1982.28682802156,174.225929945204,686.978379798292,0.557396153222403,0,261.618011440509,63.7244460230263,78.1506953125095,0,3247.54168669432,"Central_European_countries",35858506.9373052,116451996101.516
"188","Timor-Leste",0,959.08444853098,812.75912729185,3.81885463654026,0,0,27.5923980809162,44.2791572348971,0,1847.53398577518,"Other_Asia",30430384.3275296,56221169245.3115
"189","Togo",0,2824.92495457345,15317.7201634689,17.2470346914436,429.128817487144,2027.76869390407,548.259873441352,1652.29139889771,0,22817.3409364641,"Africa",29607941.5078667,675574495811.88
"190","Tonga",0,0,0,0,0,0,19.6716934302501,3.01119318314697,0,22.6828866133971,"Other_Asia",30430384.3275296,690248957.30345
"191","Trinidad_and_Tobago",0,111.795532937394,44.880857628383,0,0,0,0,2.52589408761066,0,159.202284653388,"Latin_America",29607941.5078667,4713651931.93624
"192","Tunisia",18686.0118175446,0,0,0,0,3114.67853500586,128.498407837817,141.964602887007,0,22071.1533632753,"Africa",29607941.5078667,653481417791.009
"193","Turkmenistan",25634.019432106,4250.82309982464,829.449264940033,0,0,122.823463325268,0,87.9443818790555,0,30925.059642075,"CIS",32815468.5045522,1014820320685.91
"194","Uganda",361.89155246462,3198.9685629676,24258.6422943497,214.431682118592,0,3158.48230418803,5987.62214532236,5209.3583598672,4878.05753582239,47267.4544371005,"Africa",29607941.5078667,1399492026199.42
"195","United_Arab_Emirates",0.594536121906161,0,3.98012505180663,0,0,0.0922184614361469,0,0.368359554443222,0,5.03523918959216,"Middle_East",29607941.5078667,149083067.403563
"196","United_Republic_of_Tanzania",2604.6885994675,32232.7398937549,91459.997233982,27.2110667527664,132.352656089794,7052.66620275212,29972.8703308262,5789.02766506563,5127.15762964454,174398.711278335,"Africa",29607941.5078667,5163586842576.28
"197","Uruguay",10313.9092452417,5636.91934148185,2885.78856933034,6087.13451957094,0,1005.181229654,116.612865751597,23.6276342778581,714.331151401757,26783.50455671,"Latin_America",29607941.5078667,793004436290.751
"198","Vanuatu",0,0,31.7530418497722,0,0,0,20.4790132700688,0,0,52.232055119841,"Other_Asia",30430384.3275296,1589441511.51347
"199","Venezuela_(Bolivarian_Republic_of)",1.39586741664925,7630.2808364502,13236.0048131682,20.9092656155082,1007.03992515978,356.309080373913,223.87876180218,321.244613336817,9421.56998240495,32218.6331457282,"Latin_America",29607941.5078667,953927405642.135
"200","Wallis_and_Futuna_Islands",0,0,0.263875694042428,0,0,0,0,0.877046558198147,0.0915809168463791,1.23250316908695,"Other_Asia",30430384.3275296,37505545.1202143
"201","Western_Sahara",0,0,0,0,0,20.1727884391571,0,0,0,20.1727884391571,"Africa",29607941.5078667,597274740.157132
"202","Yemen",2887.79119108125,0,1023.72774467877,0,0,3278.35477674734,0,120.395104532387,0,7310.26881703975,"Middle_East",29607941.5078667,216442011541.694
"203","Zambia",727.893158989373,1118.191042847,26501.9595176102,524.039909044854,0,347.363889614606,2695.54227272992,933.335406303304,3546.37942395919,36394.7046210984,"Africa",29607941.5078667,1077572285617.57
"204","Zimbabwe",610.278404438372,10.4724128745571,23089.057259789,279.23243986553,0,2350.80420066106,1370.19220236082,315.596433502021,3949.06071533271,31974.6940688241,"Africa",29607941.5078667,946704871721.674
